id,rank_lower_bound,family,parameter,a1,a2,a3,a4,a6,source_certificate,source_curve_index
new-20260906-114,25,08f72,-3791/529,0,0,0,-94742383315583774692860112665052836146388987717481/48,892699835202357913069179399839330553104062769379163656990369939645549800629/864,compact192_r17_results_v1.json,106
new-20260906-43,25,08f72,1361/72,0,0,0,-1166529485414215121851628630668507520291761/48,1211794668018045080300190620013811708371025434267539874101733865/864,fresh_r17_paired_results_v1.json,14
new-20260906-53,25,08f72,2454/25,0,0,0,-515237747491168214625370088526747398272015259425/48,369251795000184857469963709800979256361729645539821479888800716312831025/864,next24_r17_results_v1.json,12
new-20260906-115,25,08f72,4071/52,0,0,0,-738686401202277147461372256943134296499898187223147/16,3856633007762881431003615820028727562074252158401609215884181976272563320755/32,compact192_r17_results_v1.json,105
new-20260906-116,25,103b2,-1588/3431,0,0,0,-9203609984468614437963541673829006043317295677637825/48,869907065971047751841267416696560871279517593574851651157365840738630445710625/864,compact192_r17_results_v1.json,141
new-20260906-117,25,103b2,-2101/756,0,0,0,-602217025150279903537797479315944866248215319484316/3,28961612799819532490215158039662947040465064666985748073008603443597860768272/27,compact192_r17_results_v1.json,157
new-20260906-118,25,103b2,-2254/1257,0,0,0,-1323586007164098185966469901475115836827671291750241/48,47763804104267331528019634011557438825100699216408311579244057668001783842961/864,compact192_r17_results_v1.json,130
new-20260906-54,25,103b2,-538/249,0,0,0,-13935390314085950129450007051389534357794035121/48,1560379613846778072988372741616386424693817632240638954318403782735081/864,next24_r17_results_v1.json,17
new-20260906-82,25,103b2,2280/299,0,0,0,-956996404747976949134165242454600326579285201/48,38389839990466792439389740740601421518838501126792513027669965820825/864,retention24_r17_results_v1.json,17
new-20260906-119,25,103b2,2566/3809,0,0,0,-14636960818845999231486424369873834495190589035041/48,47018743450937262537594774786566401120311886938910750241157611617985447089/864,compact192_r17_results_v1.json,135
new-20260906-44,25,11952,-328/1123,0,0,0,-204565758464553978400412293781752260912961409048161/48,3004785518718538979605108592025760534668242591225646237252584893776921645841/864,fresh_r17_paired_results_v1.json,22
new-20260906-66,25,11952,-695/311,0,0,0,-6269842229174602471480635706608973184026231/3,31185383615445938040839866630889548465938155054855157782376984383/27,discarded12_r17_results_v1.json,10
new-20260906-101,25,11952,102/1525,0,0,0,-85761352800332758397737431919311569012800611841/48,24967621533406052965569503860643506258196188093577601065683807200303361/864,scaled13_25_followup_results_v1.json,0
new-20260906-120,25,11952,3148/2791,0,0,0,-1679521259834035807152502472011985147521181266561/48,2260887024857642186547540659798037567999822317422627215235523338741408705/864,compact192_r17_results_v1.json,162
new-20260906-121,25,11952,914/2111,0,0,0,-899225524010504801328928154944751650998836835361/48,853912810602307498852484426845147769798912040271090872785514994468210609/864,compact192_r17_results_v1.json,166
new-20260905-02,25,a1-fibration-04,-1647/91,0,0,0,-688476773111137102191821490424049994483325/3,1165101516390718509105968564565796805019364325383105630925333750/27,prospective_mw16_wide_results_v1.json,8
new-20260905-03,25,a1-fibration-05,307/206,0,0,0,-535750969840829740897764793770405974603361676/3,24589206923553926770353853410094380931395147018679997419164380037680/27,prospective_mw16_results_v1.json,19
new-20260906-122,24,074d9,-1449/1094,0,0,0,-62517287206649881751622026672183840335762582321/48,16117019406335461611539816888212870136518693815481594481107555068803881/864,compact192_r17_results_v1.json,29
new-20260906-55,24,074d9,-1477/1933,0,0,0,-10434646481999123723827189962365295434247099648905521/48,1162454790067819219190956658468341800205979612526217789955030324504229155056681/864,next24_r17_results_v1.json,0
new-20260906-123,24,074d9,-1773/136,0,0,0,-105515538850190870274152449756399168397498769121/48,33762606986231143366966537320793062618480164001039752526564115282096081/864,compact192_r17_results_v1.json,4
new-20260906-124,24,074d9,-2021/2823,0,0,0,-8254160084936624119521365347606905653815498882225/48,25289042569723647834285350886811174215491556707408798900145532712098405225/864,compact192_r17_results_v1.json,10
new-20260906-67,24,074d9,-649/921,0,0,0,-30845181956132935253619946970982284679227663906641/48,181485371251394106796034498441734101911604260986435245623333406887916169561/864,discarded12_r17_results_v1.json,1
new-20260906-125,24,074d9,-670/1129,0,0,0,-394527678870216428021793362944371124332318541/3,15682326489214489646256454558865294840861645878725943806953162678822/27,compact192_r17_results_v1.json,0
new-20260906-126,24,074d9,26/57,0,0,0,-598516805449674100139294496249719534125/3,28119566242686250569388643270623985200767335852871194454950/27,compact192_r17_results_v1.json,20
new-20260906-127,24,07ca9,117/238,0,0,0,-1645703334232767844491900260341898544863761/48,3142972907783664728681853552688558228651077167175153665852421241/864,compact192_r17_results_v1.json,35
new-20260906-128,24,07ca9,422/879,0,0,0,-72905534393134141594544441358793670064093038581/3,54590489749882106138479045876189429157456160192533066563065087149646542/27,compact192_r17_results_v1.json,34
new-20260906-129,24,07ca9,561/26,0,0,0,-536364879069732155373715407643034030816881/48,377334965608187169287810546673938867404320649343482548060243721/864,compact192_r17_results_v1.json,33
new-20260906-130,24,07ca9,869/2730,0,0,0,-155138113950104806605627890888402715521862566641/48,59197842353846683531683375620679789578344672955071443384976452638959561/864,compact192_r17_results_v1.json,36
new-20260906-56,24,08234,1504/3,0,0,0,-1235522209315276739470729111727088529819921/48,1479653637121866875305824902487958284057625304509937967362924281/864,next24_r17_results_v1.json,9
new-20260906-131,24,08f72,-2751/886,0,0,0,-13808239349881395431098713749364320467062702040758747/16,313153065173882762016874933242463047798010667824319018442905640791716265093307/32,compact192_r17_results_v1.json,98
new-20260906-132,24,08f72,-517/543,0,0,0,-8758519988838142426571662907486276161520983836721/48,24920265765941309733899407315432172565027289955529014850005654249730009769/864,compact192_r17_results_v1.json,126
new-20260906-133,24,08f72,-543/229,0,0,0,-425570860600739720980087599068871932503261201/48,9027915891692990023448921069662185821646694804234047657930514142585/864,compact192_r17_results_v1.json,125
new-20260905-04,24,08f72,-704/93,0,0,0,-1953339915976630708387448400388367898527758561/48,85898541079387608928609518805639183682509209880715629005472449881809/864,compact_atlas_new_curves_v1.json,4
new-20260906-134,24,08f72,1055/1833,0,0,0,-15864424347575135768736723665256523528560742174510741/3,4230127674659620107631443616279849700860830540460721127175122509023824074240078/27,compact192_r17_results_v1.json,104
new-20260906-135,24,08f72,107/603,0,0,0,-1316807979058065059990403408821221278521805967081/48,1521074853822894200797375384140304003914854928340240669734265311590476021/864,compact192_r17_results_v1.json,101
new-20260906-83,24,08f72,2784/167,0,0,0,-127767823424672175147659312719441191099813612721/48,57290332010700397520201995402910087760830066613276104900858343792325481/864,retention24_r17_results_v1.json,15
new-20260906-84,24,08f72,3431/70,0,0,0,-15146988665924684968594268250096654666722341825/48,1862772914029546994526811499223072728620309853783935341308522661688225/864,retention24_r17_results_v1.json,14
new-20260906-85,24,103b2,-1498/507,0,0,0,-1309988146681901064655873501981648235390656561/48,46899280592365908298944973859744772128106401042504490651364006006441/864,retention24_r17_results_v1.json,18
new-20260906-86,24,103b2,-2558/3185,0,0,0,-8700954642515018270437005575064156170366310604561/48,24135174479940795665682161247955783692486365721465107826148545490256488441/864,retention24_r17_results_v1.json,19
new-20260906-136,24,103b2,-778/259,0,0,0,-194097209070595391191051670867216556517902038401/48,84788160437663049076305725883305052324630077644134563975859411972417601/864,compact192_r17_results_v1.json,144
new-20260906-137,24,103b2,1130/789,0,0,0,-8051756390510585444373263891087202566061797840641/48,22253452049048157405322405438168731803075704477319702203478163391047287425/864,compact192_r17_results_v1.json,153
new-20260906-138,24,103b2,1139/1293,0,0,0,-342050105580037524436297875998355797678864792625916/3,13679468577009960220962823001997299309055059884044028419013823479888774428428/27,compact192_r17_results_v1.json,139
new-20260906-45,24,103b2,503/138,0,0,0,-1676536291308444611113603125748473604919683381/3,132699980618984908854872983107740307144979249377990581118720951920558/27,fresh_r17_paired_results_v1.json,17
new-20260906-46,24,103b2,791/627,0,0,0,-7353275828892783846811931191050399152359982124076/3,39768655473299983107185715477282096457327585546181517863818270232143807148/27,fresh_r17_paired_results_v1.json,18
new-20260906-57,24,103b2,934/1207,0,0,0,-308957111452799810058304221079609927568462367025/48,162478169315982896440704729547592575010487985668882884620483723101610025/864,next24_r17_results_v1.json,19
new-20260906-139,24,11952,-3814/2675,0,0,0,-4726838304432866424580818805369918080870047399041/48,9457611573328314377487344694564769785322780109598342432411129531070100161/864,compact192_r17_results_v1.json,165
new-20260906-87,24,11952,-811/1609,0,0,0,-6492588615518520709140723869228173613818975825/3,1250115559845344713736624845720821663066154186515062686087030172048750/27,retention24_r17_results_v1.json,23
new-20260906-140,24,11952,1292/601,0,0,0,-125721496415668414350424246375778296771806241/48,1402367684557335357542222733532322732288521370073331391156917206961/864,compact192_r17_results_v1.json,191
new-20260906-141,24,11952,1551/1252,0,0,0,-770452301671741254026099239403846773471535296205836/3,42961525312039599229171972232496553948972419565109028148492039334573939046860/27,compact192_r17_results_v1.json,189
new-20260906-142,24,11952,2324/1991,0,0,0,-2711789978553831877070430036350916122244566427486001/48,147409604946752620100501587862325680210183106375779780816845105855401357129001/864,compact192_r17_results_v1.json,177
new-20260906-143,24,11952,775/803,0,0,0,-8941380362651031357437072948318315074083361/3,52906127624279898573740550434245959874675094452745012959494192782/27,compact192_r17_results_v1.json,175
new-20260905-05,24,a1-fibration-01,787/103,0,0,0,-1325752240777218002145920208483633420289887,582082004562542708354066813556759282533765959310932974042795234,prospective_mw16_results_v1.json,0
new-20260906-93,24,a1-fibration-02,3853/666,0,0,0,-3418911690980948348224760247741624056888401978267/16,1310028634528513116644670516632853376885731438782223077071956627893001563/32,extended20_mw16_union_results_v1.json,6
new-20260906-94,24,a1-fibration-03,1784/39,0,0,0,-37151053380737617204560913112664708605667105841/48,6886331817646817040129995651795725643695413260725702042940308647966889/864,extended20_mw16_union_results_v1.json,11
new-20260906-95,24,a1-fibration-03,2555/33,0,0,0,-1752857414081705879235982207187455734435770881/48,102295155730663740025676146427679971941799992472653966755448715766529/864,extended20_mw16_union_results_v1.json,8
new-20260906-96,24,a1-fibration-04,-1786/317,0,0,0,-54749496549245193798416628197597018230030587/16,79460090383836209646252690971581439653119463957579911466429423083/32,extended20_mw16_union_results_v1.json,15
new-20260906-97,24,a1-fibration-04,-2138/473,0,0,0,-63037017095536780046136372531237088822433133516481/48,517468685837686893134771076026199704472177899071080399717468230177301256225/864,extended20_mw16_union_results_v1.json,14
new-20260905-33,24,a1-fibration-05,-109/521,0,0,0,-62763056795322194997200979348328243403020527841/48,14446050775793303630707128524910306694497600187259958699670211042823889/864,prospective_mw16_next12_results_v1.json,1
new-20260905-06,24,a1-fibration-05,-227/647,0,0,0,-20483662428231541101883631759362676774512081/48,85563746365229895007456893270709906512724000602494250775028618521/864,prospective_mw16_results_v1.json,14
new-20260905-07,24,a1-fibration-05,509/149,0,0,0,-189461402500518538661377655666681632349036401/48,4522075074255977644251158185388404838157426025220205234051095616649/864,prospective_mw16_results_v1.json,9
new-20260905-08,24,published-R17,-2300/843,0,0,0,-129476809791893687611484370859574682138615020208481/48,1482601351276189465313463501930713510264485060214422487764403004257602527121/864,compact_r17_top64_interim_curves_v1.json,3
new-20260905-09,24,published-R17,-695/97,0,0,0,-5600579676870189262277477545579208601200802267/16,79027524100372328276926578662446553518845833305825784880367954405563/32,compact_r17_wide_new_curves_v1.json,0
new-20260905-10,24,published-R17,33/119,0,0,0,-477204369863469308566383545974820491269987841/48,10378350561224395649301754182052232328693167617063174381946619333889/864,compact_r17_new_curves_v1.json,0
new-20260906-88,23,074d9,-289/572,0,0,0,-3308473015296080706630433657924524112931337675/16,36018398294908338736423233180925922202105743648872535356308678427075/32,retention24_r17_results_v1.json,0
new-20260906-144,23,074d9,-661/900,0,0,0,-24340176543298351613327341574322694320197494627921/48,129362968347060039125200267209420342507802840490397121986551251364868634585/864,compact192_r17_results_v1.json,11
new-20260906-145,23,074d9,-676/921,0,0,0,-1831066657054537332831505963638810765911516164681/48,2668570249151148915697910119816511266640738118381743488222313194717668421/864,compact192_r17_results_v1.json,26
new-20260906-146,23,074d9,-807/115,0,0,0,-7730115014676445994458054652125070924295374345521/48,21218278013886680386342777470950646186414763933004716157882279662713618985/864,compact192_r17_results_v1.json,2
new-20260905-11,23,074d9,-839/505,0,0,0,-3603979099978846000090599223189693362232587/16,1316591910223950958850083762432225465847246061137182940935080355/32,compact_atlas_new_curves_v1.json,1
new-20260906-147,23,074d9,38/353,0,0,0,-51220753371528367002543481345868522278346247,141016197493662321632908934685595690902065277831680501927826699114,compact192_r17_results_v1.json,30
new-20260906-148,23,07ca9,-2402/1309,0,0,0,-12008781411981969014405233287988229368619288859717325/3,2621144875740873668997374410632225124247747700895830569500562472406806912383750/27,compact192_r17_results_v1.json,49
new-20260906-149,23,07ca9,1053/2968,0,0,0,-6475863866918202254912316127448699236146149088158161/48,503348700751221426697863127911873574126627673034603885784594822212268567920409/864,compact192_r17_results_v1.json,50
new-20260906-150,23,07ca9,197/116,0,0,0,-5470526846158281539857555098292866196062625/48,12492521813891849650499104085733879105549432494721207174374103025/864,compact192_r17_results_v1.json,53
new-20260906-151,23,07ca9,965/1196,0,0,0,-464049071573697483682747611989230899019168561/48,9523300465506794914144093559683265700076499016602451047135224181545/864,compact192_r17_results_v1.json,39
new-20260906-152,23,08234,-11/235,0,0,0,-177307529919935382188772174429485767713330403141/3,150816395618093535433735310592878197869500296321423780034900100447624350/27,compact192_r17_results_v1.json,89
new-20260906-58,23,08234,-2387/360,0,0,0,-5341595558464873715911249744091440654550778151201/48,12179805901857082794237433610396694109518952462668652637497064903061394225/864,next24_r17_results_v1.json,10
new-20260905-12,23,08234,-506/9,0,0,0,-12833430397115245567535999636808258021841/48,1448544095739318404851992679926671628284551767516732980718361/864,compact_atlas_new_curves_v1.json,3
new-20260906-153,23,08f72,-2799/491,0,0,0,-12215086057643017869904757541724108156495106644047,16795651673703116789939364344729917846413835451466259786326158846436614514,compact192_r17_results_v1.json,100
new-20260906-154,23,08f72,-2884/621,0,0,0,-3704952544698591690001180326781575328874574457703521/48,218498710038758410800285693617525594176963979838443341560386757762020773873681/864,compact192_r17_results_v1.json,110
new-20260906-68,23,08f72,-307/72,0,0,0,-114113741352265482981664997880300998175729121/48,1176036552304619455801228249143537204711706895677060643767416345169/864,discarded12_r17_results_v1.json,7
new-20260906-155,23,08f72,1308/277,0,0,0,-7742069676705849582009577443677399039392008670347/16,4087227957315322339171585175214181613860419978685183145827222247435092707/32,compact192_r17_results_v1.json,121
new-20260906-156,23,08f72,146/59,0,0,0,-13570345398708047004037686376296809981857681/48,57356190414105655409085417671098181627022641910401462328389318329/864,compact192_r17_results_v1.json,108
new-20260906-89,23,08f72,149/177,0,0,0,-300825174021182441058100288679933006161018801/48,5281080761910761323291704516304995146746584198085278316170134068201/864,retention24_r17_results_v1.json,13
new-20260906-157,23,08f72,2007/112,0,0,0,-225292698392045467363215979495518472371334131627/16,21773284144532851769281664176389550473627457720366993879797937747666323/32,compact192_r17_results_v1.json,97
new-20260906-158,23,103b2,-1616/419,0,0,0,-48576786289389206695225959146341684614660739056961/48,344209679425323150624078427067042497306127005920749592427147117633425866209/864,compact192_r17_results_v1.json,128
new-20260906-159,23,103b2,-1788/7,0,0,0,-8256326222998474774873960390342022299528317431281/48,24035607528856761419054399113780014630310995027212876497053142845756281929/864,compact192_r17_results_v1.json,143
new-20260906-69,23,103b2,-2445/83,0,0,0,-2781023566918539967866635014337542983784060818389356/3,292213252035214359507562567152665030529840510935620855192330993263277690520300/27,discarded12_r17_results_v1.json,8
new-20260906-70,23,103b2,-481/278,0,0,0,-1837862912888351035993990927054043642761160787/16,15453954060492599056054801241575615006575330599662170565879066305783/32,discarded12_r17_results_v1.json,9
new-20260906-160,23,103b2,2390/1319,0,0,0,-794255601866698956323105324672500526778895998183147/16,4280008391170760622209577153812672873555617747791608282441530704585836706675/32,compact192_r17_results_v1.json,154
new-20260906-161,23,103b2,41/38,0,0,0,-224853241183819120563047759076585925/3,211374084346011243600159228148518407214123274038893950/27,compact192_r17_results_v1.json,140
new-20260906-162,23,103b2,48/7,0,0,0,-1550473389490993277910788370490681441/48,2345378683407024681624597168346201313886615076218335761/864,compact192_r17_results_v1.json,146
new-20260906-59,23,103b2,522/329,0,0,0,-15180237249159112252583307367012759818638944321/48,1829031084369135296540706746020982367256297661553829353723577446326881/864,next24_r17_results_v1.json,16
new-20260906-60,23,11952,-1451/86,0,0,0,-51573875651911370904974204700640955293412990578396/3,722111477165957577076808962147201766549452772886425470074746342625694597388/27,next24_r17_results_v1.json,21
new-20260906-187,23,11952,11019/11983,0,0,0,-25157740711363587869327500521909826716429821771280076/3,7833372645561927194958355235015174519343770900614544096150558907073926089451440/27,full11952_64_r17_results_v1.json,4
new-20260906-163,23,11952,1490/943,0,0,0,-9035944056993831284958867318485630332433410173361/48,26824821743414442234697707245651200714529674435726443394949527603465937641/864,compact192_r17_results_v1.json,180
new-20260906-164,23,11952,3058/1387,0,0,0,-3466382376225640687036329767222405025328068164364721/48,203668784346868142983912036705087318965223592095160854654766501888654006133481/864,compact192_r17_results_v1.json,167
new-20260906-98,23,a1-fibration-01,2407/532,0,0,0,-66911773615322932638747651522684602619427595787/16,3397703760707102266536154398245302484488934511174245440315666229420835/32,extended20_mw16_union_results_v1.json,2
new-20260905-13,23,a1-fibration-03,478/49,0,0,0,-9365440140759679263413339554959083997132324667/16,169532515579839126656468437394346455473827871009086952508357823187787/32,prospective_mw16_results_v1.json,12
new-20260905-34,23,a1-fibration-05,643/7,0,0,0,-19988630079774544371412129792267783891151990401/48,2946235345813577376246959566081801750328678805752103761611551917235649/864,prospective_mw16_next12_results_v1.json,6
new-20260905-14,23,published-R17,-1193/1560,0,0,0,-16219753093595809164370478373815299522480381441/48,2951077485775304393649684188289803527062070864616055425999338578849025/864,compact_r17_top64_interim_curves_v1.json,4
new-20260905-15,23,published-R17,-1264/1047,0,0,0,-1158133671999484469512615550756611642886986727061025/48,38544058596892105393823026793493517225541892489780223247743057383222124354225/864,compact_r17_top64_interim_curves_v1.json,0
new-20260905-16,23,published-R17,-3895/3749,0,0,0,-91089626293067350129182301186169574118448051032123627/16,5780183486198878830051653742725682997097778732052560123647416085360962105165427/32,compact_r17_top64_interim_curves_v1.json,2
new-20260905-17,23,published-R17,1229/894,0,0,0,-4628425882016938582956527806498187429823717939587461/3,633935651322233922460884716893853138425463114192298596892572191182286682645918/27,compact_r17_top64_interim_curves_v1.json,5
new-20260905-18,23,published-R17,129/70,0,0,0,-15229459543886340392114817364913356487469061/3,119942205116132817810254767878051191013359469557648763530472057950/27,compact_r17_top64_interim_curves_v1.json,6
new-20260905-19,23,published-R17,2291/2392,0,0,0,-177286742421717153318325800573984951892866885947425/48,2363454597295071863144900811923280325871190116141684434101426688538622063025/864,compact_r17_top64_interim_curves_v1.json,1
new-20260905-20,23,published-R17,44/35,0,0,0,-107880021125197706266250281286830174966347/16,6855976266047524636833613209157794193335816045689039581663875/32,compact_r17_new_curves_v1.json,2
new-20260906-165,22,074d9,-2789/1357,0,0,0,-118908679079573359772834511649907598346982258978886075/16,7880588292265119006808662847406320662757343329915080585441876453577530590520075/32,compact192_r17_results_v1.json,12
new-20260906-166,22,074d9,-297/335,0,0,0,-7549809038093648097662578755561304684984739521/48,660078791196197297282218432572931410583460457294208185276933263921185/864,compact192_r17_results_v1.json,6
new-20260906-167,22,074d9,1224/931,0,0,0,-6374785184228375876235951027703708191165766081/48,506329902945557671532356448869411136352699456717855487617815519341729/864,compact192_r17_results_v1.json,5
