path	role	area	claim_ids	sha256
archive/cancellation-components/GENERALIZED_CANCELLATION_MECHANISM.md	historical	core		55798c410955ca2f5f3807e276aaed05e8da24b6d17d44c112bb4f7f3f99cadb
archive/cancellation-components/MASTER_CANCELLATION_CONSTRUCTION.md	historical	core		373a010e60302a2de47917b029757b8e3855fde156d0a2653c1ee976d728e859
archive/cancellation-components/MONODROMY_DECK_RIGIDITY.md	historical	core		0fce51950238007f2904eaa1ea7821b6c3167936716046f9cb40c889ee0fd982
archive/cancellation-components/OPEN_PROBLEMS.md	historical	core		245bf9bd70e8f2a9b89231433ac92226f5b07cfa151e7f5d31db09549e23e52a
archive/cancellation-components/PARAMETER_DISCRIMINANT.md	historical	core		6120de044dc9287265170637da8d35d8bf7e9d5c514d5bdae7dfc3f0857500ee
archive/cancellation-components/PARAMETER_GALOIS_GROUPS.md	historical	core		9c6c8e0378ad420ea93986a7677d947a8ffe59ff8420085303d0b6256d58567e
archive/cancellation-components/PARAMETER_IRREDUCIBILITY.md	historical	core		150986bfb1b2d80ce4393b1c4904a3a54f9aab467b19d314d8e72498c6e7cbe2
archive/cancellation-components/README.md	historical	core		26f61bf557232610fd314460ba2186e8fb1595e27b272da0fdd5f1596343d8ce
archive/cancellation-components/RESOLVENT_RAMIFICATION_SIGNATURE.md	historical	core		df2a82ae77ea5529357c0445e8975f710dfd0811dc67d8ca5c1f1b04c2ab9005
archive/cancellation-components/SCHEME_BOUNDARY_ALL_PARAMETERS.md	historical	core		459482c21268eaeb7953521df2122366e6b9763f436babccc976e145009bca2f
archive/cancellation-components/TARGET_BOUNDARY_AUTOMORPHISM_GROUP.md	historical	core		99ef7303c3c9ebb1c02ba7f0442ca439845022d5531c9d2a90d8a8bb613eb72b
archive/cancellation-components/TARGET_DEPENDENT_RESOLVENT_CLASSIFICATION.md	historical	core		a9529e2d8c4315068acd7ec9f1ddf5a79ce0d055dcec4a0e6f6fe6f0f912cb04
archive/cancellation-components/TARGET_FIXED_PARAMETER_RIGIDITY.md	historical	core		e7d64cd3d90dcc59aae61407cf0b073c66ed2d7f4d83d97f916c310088dcbc8b
archive/cancellation-components/THREE_WEIGHT_CANCELLATION_CLASSIFICATION.md	historical	core		f03bba1b7324571b2c5c4fbaf97c0e332a9b3c1976387e4eb346a08e56dc6029
archive/cancellation-components/TWO_FACTOR_RESOLVENT_CLASSIFICATION.md	historical	core		8828921fb6201e4365265fdf28f4f98d5c74eb2d9f15e2e25d000e1cd97faa0f
archive/cancellation-components/UPSTAIRS_DOWNSTAIRS_BOUNDARY_INCIDENCE.md	historical	core		93f7b747388a55ef702ec409fef8b04965e998e28297544e2ffd40154af5b976
archive/core-support/FACTS.md	historical	core		32deb3c4745ee04b4b9f3ed89b921262fc441636b34851a9516bc45a83171897
archive/core-support/FOUNDATIONAL_INVARIANCE_REGRESSION.md	historical	core		8e63bc7df15ad6f0b80b4981dc65ed9493c35a5daa74ce6b33c10a1621bfca84
archive/core-support/FOUNDATIONAL_THROUGH_WEIGHTED_GEOMETRY.md	historical	core		86b4aec2f49925b153ac9b0602057438852597789eee5f69746c7cf83fda1feb
archive/core-support/NORMALIZED_FACTORIZATION_SLICE.md	historical	core		6c7a43e6b8fa674ff482044820164fb21e65df4f3b4518f97acef16098dc8016
archive/core-support/README.md	historical	core		75d63678546feb62db1bb1333dd82b3cacc062332c51d6560a91ffc7e95e1982
archive/core-support/WEIGHTED_INDEPENDENT_AUDIT.md	historical	core		8f429ef54aa0df3c23a37fa79f0041be9617ea2cc452489b2d9ab3bc5fd5a235
archive/core-support/WEIGHTED_MARKED_ROOT_MODEL.md	historical	core		8c431bfca025dc7ab892423c496dd35f210c488002a33b6281a732bcc1d54378
archive/dc2-closed-branches/DC2_DEGREE_EIGHT_MARKED_ROOT_SEARCH.md	historical	core		fc52179a507cf7d405980baf4649f2c65af951894216ce8a325cff2b1a5c832a
archive/dc2-closed-branches/DC2_DEGREE_SEVEN_MARKED_ROOT_SEARCH.md	historical	core		dd644073fc631862b64b245a250988d9acda2649d371234342f4fa2b9cdf70e3
archive/dc2-closed-branches/README.md	historical	core		aae025562c6812014948e984a4e20dfaee5b6c08c71d695bcde7ab77474b5be4
archive/derived-constructions/CUBIC_HOMOGENEOUS_REDUCTION.md	historical	core		9bee23930a69bb43acd1a13f3dcea7174f1bc56330dda5fea48dd79c97d43b71
archive/derived-constructions/CUBIC_LINEAR_REDUCTION.md	historical	core		cab7f4381550a0c927db14236115eccdff1ae34f12d402fc618b91ded7d4726b
archive/derived-constructions/IMAGES_AND_SURJECTIVITY_RESEARCH_MEMO.md	historical	core		67ee5abab370040bbf7a46a27d21a859f46be5a77e829ab862cb967c378b0856
archive/derived-constructions/NORMAL_COVERINGS_COMPONENT_COMPLEXITY_RESEARCH.md	historical	core		e6d606c42a988a1a2b0cd8db440ba23633ed9d12b378c25e95ad4aef66de7875
archive/derived-constructions/README.md	historical	core		e00cb2affd971fb0d233b76810646dc2cad29b0d8277aa619772c390560e687c
archive/elkies-k3/README.md	historical	elkies-k3		9f8f7b92fd6a9e46359922ffc31392d2e22d399c8f075f6b50e30273218444d7
archive/elkies-k3/early-experiments/ATTACK_MW3.md	historical	elkies-k3		d75370432a2540e72e2ae524e6ea81dd35f6709e913775ea38fc121ebe68f0d3
archive/elkies-k3/early-experiments/E6_SECTION_ATTACK.md	historical	elkies-k3		46d00d332fa2aeeb7da46355846b69f23f7099e76edf64ab3b08ec9702c2cf8b
archive/elkies-k3/early-experiments/EXPERIMENT_ATKIN_LEHNER_CM.md	historical	elkies-k3		5892429436d76db97ff42ac18daa245177d08ca2d1eaa90085b4a99318cafa17
archive/elkies-k3/early-experiments/EXPERIMENT_CM_EMBEDDINGS.md	historical	elkies-k3		faa35bd4389318e1fbb1e0cb5e201706872a594464063b50cb9d52f5e220e505
archive/elkies-k3/early-experiments/EXPERIMENT_CM_GENERIC_EMBED.md	historical	elkies-k3		8b01d89a4f0eddc1cff32a28c8904760bc06d90cd95dcc51ce7601c63c2ab6b0
archive/elkies-k3/early-experiments/EXPERIMENT_CM_T2_LATTICES.md	historical	elkies-k3		914e9ff5292f2ec61b2c01536d963e008dbc6af78886699a8c6f2e576e97e327
archive/elkies-k3/early-experiments/EXPERIMENT_EXACT_GROSS.md	historical	elkies-k3		7fe56fbe742716670d77dbf336beed2af1dfe1c16d10b9d42a389a39f81e39fd
archive/elkies-k3/early-experiments/EXPERIMENT_EXPLICIT_X3.md	historical	elkies-k3		a3570ae9373ac102f793e817a2b2f575e776d4945e075d715cf7bdd37b7b477e
archive/elkies-k3/early-experiments/EXPERIMENT_GROSS_COMPANION.md	historical	elkies-k3		4e643197dc3674459d58364d49f644d5d5c095185874fe73431c9f4335508754
archive/elkies-k3/early-experiments/EXPERIMENT_HEEGNER_ORBITS.md	historical	elkies-k3		fc394bea5d582fea2edeb29e5ddf8d63bc78cbc4e0db15d915ec9cf8551a0680
archive/elkies-k3/early-experiments/EXPERIMENT_MODP_RECONSTRUCTION.md	historical	elkies-k3		a9b8060614fda1b58c274aec265ec48ecf3e9e7edd8dfd7c22ac21be9fb99c80
archive/elkies-k3/early-experiments/EXPERIMENT_MW3_NODE.md	historical	elkies-k3		73ea9ac8032b04495a11f95493882d8f848e644946b6e4e7ca091a8cccc37e01
archive/elkies-k3/early-experiments/EXPERIMENT_MW4B_NODE.md	historical	elkies-k3		bfcea86a47fb9b02a6226278e29a86163309910e368c1761a16da2a22fa03af7
archive/elkies-k3/early-experiments/EXPERIMENT_MW4_NODE.md	historical	elkies-k3		8a03aac50a1a09f1eab8097d1d3be58495b7bed96aafad6647f7ee4631e39206
archive/elkies-k3/early-experiments/EXPERIMENT_Q15_MW4_NODE.md	historical	elkies-k3		d3d4cd12bf1e823c0b7d039ae2b5a2ef05cc75e28f2512929e6a260bef5e2c92
archive/elkies-k3/early-experiments/EXPERIMENT_Q90_MW7_NODE.md	historical	elkies-k3		8405d717060965ac0f80201f460f0b90e05dde104ebc3665e9601467499f59c5
archive/elkies-k3/early-experiments/EXPERIMENT_RANK3_JUMP.md	historical	elkies-k3		66c13c89527889a9cb53b85e289c035ffc2092b6c20e6508b72e745a8b0ab1de
archive/elkies-k3/early-experiments/Q8O376_RR_BRANCH_AUDIT_2026-08-26.md	historical	elkies-k3		f05ede015bc357f646a549777fa7c32171485f5741d8061e845fcff9e06fda22
archive/elkies-k3/early-experiments/README.md	historical	elkies-k3		3178099fb0f39b01827b5e8cce680d911350303b2edc2019984c99210ae8d65f
archive/elliptic-curves/CURVE302_PARENT_PRE_MW17_2026-09-07.md	historical	elliptic-curves		7deb4acef5ee4e0e4e5c472be049a2d03606be228fa4718a32e03aaa618c21f5
archive/elliptic-curves/EXTENDED_CACHE_RETENTION_GATE_2026-09-06_PRE_COMPLETION.md	historical	elliptic-curves		88adf3d7b966078b499ec0529648f3bbbea16ac918f104aa52d2f1d0f6eaf5f8
archive/elliptic-curves/README.md	historical	elliptic-curves		6c09dd2dfb879252be5984feeed1b165c47761cd15ce2aca8780032eecfead4b
archive/elliptic-curves/external-audit-2026-09-04/README.md	historical	elliptic-curves		55ff94d3f81c1c690dda2c783ab351810f85a9b396a970a286437a26718b61ab
archive/elliptic-curves/low-height-mw-sublattices-preverification-2026-09-06/README.md	historical	elliptic-curves		c132b6d40e405dc388c7e902cb8a09d69f4abf0553f7444e9fffaba76f41ffd2
archive/elliptic-curves/notes/FERMIGIER_MIXED_SMALL_PRIME_SEARCH.md	historical	elliptic-curves		dc10765e7e50737aa8dd3771571a1ddeec32d74c784899e30fbc237c663836d3
archive/elliptic-curves/notes/FERMIGIER_RANK20_DIRECTION_SEARCH.md	historical	elliptic-curves		8a6719bab514a2ff877106e203a1fdfcecbca592eb963234e591f5b8e625d468
archive/elliptic-curves/notes/FERMIGIER_RANK20_RESIDUAL_SELMER_PROGRESS_2026-08-20.md	historical	elliptic-curves		51c4e4035d937b996e9c32400e5853dcb0bb91e0dba60f74f37472a740670381
archive/elliptic-curves/runtime-source-snapshots-2026-09-05/README.md	historical	elliptic-curves		b6e81c981cbbb87f38eafd2712aaa47a20d1c0c4ee7c6e01179a260b84187602
archive/geometry-support/CONTACT_PARTITION_STRATA.md	historical	core		27bab600f583cdafbe3bdaf0b4e0e9b478961f6f60ac49f843487c2c4f4a62df
archive/geometry-support/DEFORMED_SEED_BOUNDARY.md	historical	core		d3e18962e1a64eefa2604cfd697a8f7a92fadf2a3fa256ddc3fc92a55e7c57ae
archive/geometry-support/DEGREE_TWELVE_INDEPENDENT_AUDIT.md	historical	core		b6306c236e57447d45f1744c9767634e1bee8da9abe37f59879ba6d4ef5c2c81
archive/geometry-support/DICRITICAL_BLOWUP_GEOMETRY.md	historical	core		b1055f1dee6c15d6b13e4b5b213be155e7679f1f25eed76103d6da0fb283e950
archive/geometry-support/QUARTIC_INDEPENDENT_AUDIT.md	historical	core		1764ce80415d593d5bdc1d8e7e21614c67ca2c7a50b33d075e2013e681939b00
archive/geometry-support/README.md	historical	core		a8f604445e2939f31bcb572f642fb28ae6354e6efee348f037750256f776f8e4
archive/geometry-support/REPEATED_ROOT_BOUNDARY.md	historical	core		43d17f1d37fc6eb76c04ebf7d94aba2e5632d2266eaa0f40e57bc205c7032c44
archive/geometry-support/UNIFORM_EXCEPTIONAL_SEEDS.md	historical	core		93d2bab1fb2ad0fd37037cf1a80de56e84ce3e8f796db3ff6308e3aa890f4caa
archive/geometry-support/UNIQUE_OMITTED_VALUE.md	historical	core		de4a827041d787c98184a840188bb6111e405f97467b7e9cfe419d05b9e2f2f5
archive/hc4-motion-transport-2026-09-05/README.md	historical	core		d4735dbbfb3025219f7086cac81d3db8ea8e436bcf6607fa91f6c580aefc6a6e
archive/hc4-superseded-branches/HC4_DIRECT_DEGREE_FILTRATION.md	historical	core		cbd9482b5a6e299170402ddc7d7820135e786467d0e1ff703c7be49a6c96ac93
archive/hc4-superseded-branches/HC4_DIRECT_MINIMAL_REPEATED_HESSIAN.md	historical	core		3f27d7c4d5dd723308ca7860b744d4932565f052bd4a4eabfd9ff95af157b15f
archive/hc4-superseded-branches/HC4_FINAL_RANK_THREE_CONE_OBSTRUCTION.md	historical	core		f0a588927336001fc61a987f2fee84486f43a2733d68898cb40cd84b5af8d127
archive/hc4-superseded-branches/HC4_POLYNOMIAL_GRAPH_CLOSURE.md	historical	core		81eb00dbc19757229242755d116874ee62819ef7ef73bc43fd7c38c0dfd76e91
archive/hc4-superseded-branches/HC4_PROJECTIVE_RAMIFICATION_AT_INFINITY.md	historical	core		277c12a1d1747f40009ef427a812818de4aecb0bfad56653a790d48abffb1809
archive/hc4-superseded-branches/HC4_RANK_THREE_WRONSKIAN_TO_JC2_PROGRAM.md	historical	core		394ee7e1ac9f1a6c612b70d97624115c28a0c4caf86f8c94de30fef1e304e201
archive/hc4-superseded-branches/README.md	historical	core		1b2a0fecf921fe3eb48c40d6f409693b43e1c5b466d3224dc76424c35bba5b46
archive/high-dimensional-gmc/README.md	historical	core		66c7ebe4668f5c5ffe576e8bd995cb034ca034b664db74d1a822929d7753e553
archive/high-dimensional-gmc/THREE_REAL_WEIGHTED_GAUSSIAN_SEARCH.md	historical	core		bb8eb32e9b8a0051c661b628855b644fe5cef8c020991109808861edbece492e
archive/legacy-notes/CANCELLATION_CHANGELOG_2026-07-22.md	historical	core		4c91b78953874e2a14251a564c648ad88e83df42c3bf088dfe84e364fc4a0bc3
archive/legacy-notes/CANCELLATION_RESEARCH_ROADMAP_2026-07-22.md	historical	core		00af18283e12d8cce758fae30a24e4e55fe59fcd5ecefe4646d849c75f9209b6
archive/legacy-notes/COMMUTING_FLOWS.md	historical	core		7d36e00dd1749e86bff7f728e6e2a1268b146163b308e5ef44a43c21de5b0946
archive/legacy-notes/CONSTRUCTION.md	historical	core		7c642c7d1e62fcbf18624a448ab0ee7b43c266cac9ac2686668e7fd87eee993e
archive/legacy-notes/DIRECT_CONSEQUENCES.md	historical	core		1f722ffa342ab7aa9b31b571fa9b3ae43bdca4f6be5042a0c191e5c2371b0246
archive/legacy-notes/DIRECT_DIXMIER_AND_COTANGENT_LIFT.md	historical	core		97313d177db02688891b121f15b0eb0b72440ee6615996b64b34964cb74a6c40
archive/legacy-notes/FINITE_FIELD_VALUE_DISTRIBUTION.md	historical	core		51df6a936a2dfd3769b85f05410c69ca2c049f4853b898fdee99b73f52c4fa3f
archive/legacy-notes/GRADIENT_INFINITY.md	historical	core		f3c6a4224349ff500f7b5e4ca63a1729b6981fe210563fb935c9aed347481285
archive/legacy-notes/HISTORICAL_DEPENDENCY_NOTES.md	historical	core		c9615588ab5fc6a8dc625f5f14e648a8c250c0715563a2017242b4dfef3f8f85
archive/legacy-notes/HISTORICAL_IMPLEMENTATION_NOTES.md	historical	core		44d816c568a60a87812fd0992ee962887ee278b2fd47dce23fd181eeab8ba970
archive/legacy-notes/HISTORICAL_VERIFICATION_CHECKLIST.md	historical	core		df48402541c5adc151d79b1053a4e8c2596bddd023c4b0fbfff0aec9a6a5aeb0
archive/legacy-notes/IMPLICATIONS_AND_RESEARCH.md	historical	core		99064f1cb73c98536ca2600f6df66e08998d7179296b88930e75a59d1f25b489
archive/legacy-notes/MASTER_GEOMETRY.md	historical	core		d7a441fa320ae248b96f21419b53c004aa98eec542e4f80517888070f10ba3bd
archive/legacy-notes/NONPROPER_FIBER_BENCHMARK.md	historical	core		bbd5f479bb7233814e91a0fdb714825444ff4c62898c38b1d6bbee4013c1e750
archive/legacy-notes/PROVENANCE_AUDIT.md	historical	core		94be0fa1e7de64d1f043e4096996b5ab719a2a7926b78a4f554b4a3f7e44414d
archive/legacy-notes/SOURCES.md	historical	core		68f963b82de8ec0fc9f9e8b8f2f8ec3f5c24e963f86ccbd517f4937873acb8a1
archive/legacy-notes/WEIGHTED_SEED_SCAN.md	historical	core		880310ea201b7a10265796ffb720782788bee4e0312d2e45c1242e6be63c0749
archive/non-elliptic/ARITHMETIC_KELLER_FIBER_ENGINEERING.md	historical	core		4e29eeb4fd5e0f35309071fd597c43ca7e2e37fa37b97b6f5f012ec7b30ad0b7
archive/non-elliptic/DEGREEWISE_MULTIPLICITY_AUDIT.md	historical	core	T1,M1	440d2a4bc4fd606ad58dcb1a179524072152b6c46dc4a0d0585649f068fabf79
archive/non-elliptic/DISCOVERY_RETROSPECTIVE_AUDIT_2026-09-04.md	historical	core		d9abc38ffd25f12333d6550438da5bc51e04b6e21fcb67c8004eda331843458a
archive/non-elliptic/FIXED_QUINTIC_GALOIS_STRATIFICATION.md	historical	core	FQGS1	666f1994601270ae93dece55124b39d2a4155d854a7cccf14855759458ac6e31
archive/non-elliptic/FIXED_QUINTIC_MODULI_DOMINANCE.md	historical	core	AZ1,AZ2,AZ3,AZ4,AZ5	7d5d856e6b17d713e1d0ed305c747af85a134c1068d44f65ff0e77666a978226
archive/non-elliptic/HC4_AFFINE_MOVING_KERNEL_PENCILS.md	historical	hessian	HC4RSD2	7f264549ef83ab9a8bd0a0347ebb566d26666a1da5ba6ed9a0b7a74a4967506f
archive/non-elliptic/HC4_AFFINE_PIVOT_COLLISION_FIBERS.md	historical	hessian	HC4RSD7	a538a808d207b23a4a2ed0a1909a2609d36db5a73d5f394ea999b5481b17dadb
archive/non-elliptic/HC4_AFFINE_PIVOT_COVERAGE_GATE.md	historical	hessian	HC4RSD6	f59e975356fe572f17f2042e2b2d5b7e1895237d2cfe6348ace3a2bbfa05f67f
archive/non-elliptic/HC4_AFFINE_PLANE_SCHUBERT_BRIDGE.md	historical	hessian		2dcab21205f06b4afa6f11436eff24dd264b7334dae77061cdc80173b00e1570
archive/non-elliptic/HC4_ALL_DEGREE_FRONTEND_EXPERIMENTS.md	historical	hessian	HC4FSD2,HC4FSD3	d0c7c712dd93fc027b979f9754df67fb60ddbfb856b9b52b59ac7f6d8a48d26d
archive/non-elliptic/HC4_CONSTANT_METRIC_MOVING_NILPOTENT_CLOSURE.md	historical	hessian		948a7de1aeda2cd42397d0f4fae5a2319c9bc75fa71f7eadd27d83bf458af1bc
archive/non-elliptic/HC4_DC2_CANONICAL_SEARCH_PROTOCOL.md	historical	hessian		f426a93392619ad5b0084ea1d2737ac9d47e5df77ab67b4bf0d9a09192088da8
archive/non-elliptic/HC4_DEGREE_EIGHT_CONSTANT_JORDAN_CLOSURE.md	historical	hessian		6bed2f057916a734061cfc061010a94803f0c1bf9aa7be16fe02fe460faf00f6
archive/non-elliptic/HC4_DEGREE_NINE_SCALAR_CLOSURE.md	historical	hessian		78e246dd9875c0f05f8194cde35889b2ac7a97d0677891154a18298f3158f651
archive/non-elliptic/HC4_DIRECT_DOUBLE_LINEAR_HESSIAN_GATE.md	historical	hessian	HC4DIR27	cf5eda30a992c2cdf7e227937df845c1cbe99b902350530e68335b19d881e74a
archive/non-elliptic/HC4_DIRECT_HOMOGENEOUS_FILTRATION.md	historical	hessian	HC4FSD1	d66208fe92791ba2bf811487ec5876d898f731e90c6c5d961baacc2f52763a6e
archive/non-elliptic/HC4_DIRECT_SEPTUPLE_LINEAR_HESSIAN_GATE.md	historical	hessian	HC4NHM2	57dc70f20721f1e338022f490a865a05f03632091d65a255c463ea02af7934e5
archive/non-elliptic/HC4_DIRECT_SQUAREFREE_HESSIAN_OBSTRUCTION.md	historical	hessian	HC4DIR2	144fc2028118579f5dde2c620334a9329e3ca4d3fd809b91178e70079d70f222
archive/non-elliptic/HC4_DOUBLE_CONIC_BALANCED_FOUR_ROOT_CLOSURE.md	historical	hessian	HC4NHM18	0e6cac3d8ae4f4bf8e049c7d43686297ff44c6017eb0aa6ba13ed2475d0fb26d
archive/non-elliptic/HC4_DOUBLE_CONIC_INVARIANT_SATURATION_GATE.md	historical	hessian	HC4NHM21	ae136b1c9e1968106ddf80b5a8fbeea291c232c557d532b9797aa4f38c45a6d1
archive/non-elliptic/HC4_DOUBLE_CONIC_NORMAL_LAYERS.md	historical	hessian	HC4NHM15	f824f8653de0816e587fa581d33a91e73dd5ed2b0e07d7f8d8bd22b8a819f0c6
archive/non-elliptic/HC4_DOUBLE_SCHUR_GAUGE_AUDIT.md	historical	hessian	HC4DSG1,HC4TTS1,HC4TQ2,HC4QTS1	a4e1e091a278ae3e5deade5c284d263b292b507e56a09d2f7fbc6cfe2673afdb
archive/non-elliptic/HC4_EXACT_SEXTUPLE_PURE_CUBE_SCALAR_PARENT.md	historical	hessian	HC4DIR28	80035ca6a04dbc7db43924b37c5d02f7aa3ecda1979e75191d7aa680b8e6249c
archive/non-elliptic/HC4_EXCEPTIONAL_SCHUR_LOCUS.md	historical	hessian	HC4QSE4	cd58318c59177a913cb46f7c79ab7377f4986d149439a03c8b52fdda5798d001
archive/non-elliptic/HC4_FINAL_FROBENIUS_CLOSURE.md	historical	hessian		80bef5e59ed39ac32558c3c092c80dabae04777831cabcff4a57302fb2789add
archive/non-elliptic/HC4_FINAL_RANK_THREE_DEVELOPABLE_IMAGE.md	historical	hessian		2f5327cc945614484b7baf678cb229e75e7c6b267cda9c8f946417b4f9455514
archive/non-elliptic/HC4_FINAL_RANK_THREE_KRYLOV_FLAG.md	historical	hessian		b83ceae9b36cb7c4228572e0ffb1d18d23fff9ee140cc959b9ad455820f6f58c
archive/non-elliptic/HC4_FINAL_RANK_THREE_SMOOTH_CHART_OBSTRUCTION.md	historical	hessian		41aa8c6a2e1bfccbcc892a6f5589c95d2fbade6aba102e46118d75aa29ccf16f
archive/non-elliptic/HC4_FINITE_FIELD_SEARCH.md	historical	hessian	HC4FF1	335c3d4c691438a873742263f5150fea55223bae1a8e1d72e9eaefecd9bfa70e
archive/non-elliptic/HC4_FITTING_DENOMINATOR_EXTRACTION.md	historical	hessian	HC4QSE5	b35ca2c345c5d732633f1a892e6eede42e6db738b3243cda4f50b4fae738eea8
archive/non-elliptic/HC4_GENERAL_SCALAR_PATTERNS.md	historical	hessian		d089849399d0f0405d4a6cde37b915ecc89db757d16f5a027ea31ad7b3328348
archive/non-elliptic/HC4_GLOBAL_SMOOTH_DEVELOPABLE_OBSTRUCTION.md	historical	hessian		806fe171827be9b8e6362d0b89854843cfeff002205011ad840f54821d265e21
archive/non-elliptic/HC4_HIGHER_DEGREE_PENCIL_OBSTRUCTIONS.md	historical	hessian	HC4RSD17,HC4RSD18,HC4RSD19,HC4RSD20,HC4RSD21,HC4RSD22,HC4RSD23,HC4RSD24,HC4RSD25,HC4RSD26,HC4RSD27,HC4RSD28,HC4RSD29,HC4RSD30,HC4RSD31,HC4RSD32,HC4RSD33,HC4RSD34,HC4RSD35,HC4RSD36,HC4RSD37,HC4RSD38,HC4RSD39,HC4RSD40	fd1f84b47451e9f0223e84849aba55a69c087796afd49598308c1e0146dab9d3
archive/non-elliptic/HC4_HOMOGENEOUS_CONE_PENCIL_CLASSIFICATION.md	historical	hessian		de6d148300a46286957340b302472e58fa912c4009313caad79002cf9b5c2b87
archive/non-elliptic/HC4_MENG_DENSE_CUBIC_QUARTIC.md	historical	hessian	HC4CQ1	87622ce06221b9deb2a3d99366188dc1eb1c14de71b60fb8241cdcd12e641800
archive/non-elliptic/HC4_MENG_SPARSE_QUARTIC_AUDIT.md	historical	hessian	HC4MQ1,HC4MDQ,HC4HQ1,HC4MC3,HC4MC4,HC4MCK	8ceb6e0c6755d410b3037352a6b4d1855794b866192afa978e34dff996466523
archive/non-elliptic/HC4_MENG_SPARSE_SEXTIC_AUDIT.md	historical	hessian	HC4MS6,HC4MQS6,HC4JQS4,HC4DCK	94a76e14ce463f0018fcc7542677f76e0d0b15c19764ab711b35821b06c0e385
archive/non-elliptic/HC4_MENG_TRIPLE_RANK_ONE.md	historical	hessian	HC4T11,HC4TC1	d362e49baa6fc1a5576fcafb301e0ba4840e6ca5bed6230e1a974252d52d666b
archive/non-elliptic/HC4_MENG_TRIPLE_RANK_THREE.md	historical	hessian	HC4T31	7e0bd81c76c2bd7c6e1a32fceffd8bce5bbf70339ea7ff2f1d32a2f0ca134b69
archive/non-elliptic/HC4_MENG_TRIPLE_RANK_TWO.md	historical	hessian	HC4T21	11450d52f5421d8299243849775127d2a51c0a12fd35da1d26f0af26f378ae9a
archive/non-elliptic/HC4_MENG_YANG_GRAPH_OBSTRUCTIONS.md	historical	hessian	OP-HC4-SCHUR,HC4MYA1,HC4MYG3,HC4MYG4,HC4MYGJ1,HC4MYGJ2,HC4MYG5J,HC4MYG5S	de99a57a9f97ed7c30a9e608e1324be6d3f65799def32540a0032a0efab7c8ed
archive/non-elliptic/HC4_MENG_YANG_POLYNOMIAL_TERMINATION.md	historical	hessian	HC4MYPT1,HC4MYPT2,HC4MYPT3,HC4MYPT4,HC4MYPT5,HC4MYPT6	9b17602e35905b6a231bfd315013f7dae8ba9d75efad22ecdfcd26373caddb41
archive/non-elliptic/HC4_MENG_YANG_QUINTIC_SCHUR_FRONTIER.md	historical	hessian	HC4MYG5N,HC4MYG5K,HC4MYR89	7cfbe80d90190d1e88ffa1cb1e006e624ec5387c01932286e3f458e5fc5f61b7
archive/non-elliptic/HC4_MINIMAL_EXCESS_COMPLETE.md	historical	hessian		5c91c12f9abdb29cbdaa0a90120680d14a3c9ad4fd6e71840d732648a22f1d07
archive/non-elliptic/HC4_MINIMAL_EXCESS_TAIL_DESCENT.md	historical	hessian		726762976ccef1e9761e43b0fe33c5b731b390e126cd1168858ea76e9ab24ae6
